ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_6J5U29P,2010-03-26,2011-03-25,Female,32,2010-03-26,1,Saloon,Red,TOYOTA,Surulere,Lagos,Car Classic,0
ID_6JPES4D,2010-11-27,2011-11-26,Male,53,2010-11-27,1,JEEP,Black,TOYOTA,Shomolu,Benue,Car Classic,0
ID_6KH5WVH,2010-03-01,2011-02-28,Male,76,2010-03-01,2,JEEP,Black,TOYOTA,Lagos Island,Lagos,Customized Motor,0
ID_6KJ3F6U,2010-01-18,2011-01-17,Male,65,2010-01-18,1,Saloon,Black,TOYOTA,Lagos Island,Lagos,Car Classic,1
ID_6KRULZH,2010-03-26,2011-03-25,Male,52,2010-03-26,1,Saloon,Black,TOYOTA,ISHERI,Benue,Car Classic,1
ID_6KS3OWD,2010-05-22,2011-05-11,Male,61,2010-05-22,4,Saloon,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_6MBX9OY,2010-02-27,2011-02-26,Female,36,2010-02-27,1,JEEP,Black,Ford,Lagos Mainland,Lagos,Car Classic,0
ID_6MGYIU6,2010-10-30,2011-10-29,Female,66,2010-10-30,1,Saloon,Ash,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
ID_6MRNO1C,2010-02-13,2011-02-12,Male,37,2010-02-13,1,Saloon,Silver,TOYOTA,"Ajegunle,Lagos  State",Ajegunle-State,Car Classic,1
ID_6NDKBGA,2010-04-25,2011-04-24,Male,32,2010-04-25,2,Saloon,As Attached,Lexus,Port Harcourt,Rivers,Car Plus,0
ID_6NP5YNB,2010-02-15,2011-02-14,Female,73,2010-02-15,3,JEEP,Black,TOYOTA,Lekki,Lagos,Car Classic,1
ID_6NRO2VK,2010-04-04,2011-04-03,Female,34,2010-04-04,1,Saloon,Grey,TOYOTA,Abuja,Abuja,Car Classic,0
ID_6O67NWQ,2010-06-28,2011-06-27,Male,120,2010-06-28,1,Truck,White,Iveco,Victoria Island,Lagos,CVTP,0
ID_6OGO2U6,2010-07-02,2010-12-31,Male,54,2010-07-02,1,Saloon,Silver,TOYOTA,Ibadan North West,Ibadan-West,Customized Motor,0
ID_6OPHX5T,2010-12-03,2011-12-02,Male,45,2010-12-03,2,JEEP,Black,Land Rover,Eti-Osa,Eti-Osa,Customized Motor,0
ID_6P7DEGV,2010-02-20,2011-02-19,Male,39,2010-02-20,2,Wagon,Gold,TOYOTA,Ketu,Lagos,Car Classic,0
ID_6PL4XJ2,2010-04-25,2011-04-24,Female,62,2010-04-25,1,JEEP,Silver,Ford,Victoria Island,Lagos,Car Classic,0
ID_6PM0MIH,2010-01-22,2011-01-21,Female,40,2010-01-22,1,JEEP,Grey,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_6PXRBFP,2010-03-12,2011-03-10,Male,36,2010-03-12,1,JEEP,Green,TOYOTA,Benin,Edo,Car Plus,1
ID_6Q23BJO,2010-11-28,2011-11-27,Female,20,2010-11-28,1,JEEP,Black,Lexus,Ikeja,Lagos,Car Classic,0
ID_6QITM97,2010-06-01,2011-05-31,Entity,93,2010-06-01,7,Saloon,White,Honda,Lagos Island,Lagos,CarSafe,0
ID_6QNLL4L,2010-03-12,2011-03-11,Female,35,2010-03-12,1,Mini Bus,Grey,TOYOTA,Egbeda,Benue,Car Classic,0
ID_6RY53D7,2010-01-30,2011-01-29,Female,34,2010-01-30,1,Saloon,Ash,Honda,OGUDU,Benue,Car Classic,1
ID_6S0YW7R,2010-07-10,2011-07-07,Male,60,2010-07-10,1,JEEP,Black,TOYOTA,Asaba,Delta,Car Classic,0
ID_6S72YVO,2010-07-05,2011-06-19,Male,29,2010-07-05,1,Saloon,Green,TOYOTA,Ajah,Lagos,Car Classic,0
ID_6T2W553,2010-03-11,2011-03-10,Male,54,2010-03-11,2,Saloon,As Attached,Mercedes,Victoria Island,Lagos,Customized Motor,1
ID_6TH7AJI,2010-02-21,2011-02-20,Female,31,2010-02-21,1,Saloon,Grey,TOYOTA,OGBA,Benue,Car Classic,0
ID_6TN5R96,2010-10-21,2011-10-20,Male,45,2010-10-21,1,JEEP,Red,Lexus,Victoria Island,Lagos,Car Classic,0
ID_6U0EA2W,2010-03-01,2011-02-28,Male,49,2010-03-01,1,JEEP,Black,TOYOTA,Surulere,Lagos,Car Classic,0
ID_6UFOEOL,2010-01-08,2011-01-07,Female,37,2010-01-08,1,JEEP,Ash,TOYOTA,AREPO,Benue,Car Classic,0
ID_6URBPZJ,2010-04-05,2011-04-04,Male,47,2010-04-05,3,Saloon,Grey,TOYOTA,IBADAN NORTH EAST,Oyo,Car Classic,1
ID_6V5ADS6,2010-03-18,2011-03-17,Female,59,2010-03-18,2,JEEP,Black,TOYOTA,Lagos,Lagos,Car Classic,1
ID_6V7CPHE,2010-06-03,2011-03-20,Male,33,2010-06-03,1,JEEP,Black,Range Rover,Victoria Island,Lagos,Car Classic,1
ID_6WEBVIM,2010-02-16,2011-02-15,Male,45,2010-02-16,1,Saloon,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Plus,0
ID_6WRBFZT,2010-05-22,2011-05-21,Female,45,2010-05-22,2,JEEP,Black,Honda,Lagos,Lagos,CarSafe,0
ID_6X4VH6Y,2010-07-01,2011-06-30,Female,13,2010-07-01,4,JEEP,Silver,Kia,Lagos Mainland,Lagos,Car Classic,0
ID_6Y3S6SF,2010-04-26,2011-04-25,Male,40,2010-04-26,1,JEEP,Black,Lexus,Lagos Mainland,Lagos,Car Classic,0
ID_6YGWHQH,2010-03-12,2011-02-21,Male,62,2010-03-12,3,JEEP,Black,Volkswagen,Eti-Osa,Eti-Osa,Car Classic,0
ID_6YLPY5S,2010-08-20,2011-08-19,Entity,10,2010-08-20,3,JEEP,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Plus,0
ID_6YPJBHP,2010-08-08,2010-12-31,Male,52,2010-08-08,4,JEEP,Black,Mercedes,Victoria Island,Lagos,Customized Motor,1
ID_6ZKRON0,2010-12-05,2010-12-31,Female,48,2010-12-05,2,JEEP,Black,Audi,Victoria Island,Lagos,Customized Motor,0
ID_70AHYVE,2010-05-11,2011-04-29,Male,7,2010-05-11,1,Saloon,Dark Gray,Kia,Lagos Mainland,Lagos,Car Classic,0
ID_70CGJZ9,2010-04-28,2011-04-25,Female,45,2010-04-28,1,JEEP,Black,Ford,Lagos Mainland,Lagos,Car Classic,1
ID_70FZB68,2010-04-05,2011-01-02,Female,39,2010-04-05,2,JEEP,Black,Honda,Victoria Island,Lagos,Car Classic,0
ID_71II4TR,2010-04-01,2011-03-31,Male,37,2010-04-01,2,Saloon,Black,Hyundai,Victoria Island,Lagos,Car Classic,1
ID_71LGB1K,2010-05-06,2011-05-05,Male,45,2010-05-06,2,JEEP,Green,TOYOTA,Ogun Waterside,Ogun-Waterside,Car Classic,0
ID_71P2NQ4,2010-09-09,2011-09-08,Female,51,2010-09-09,2,JEEP,Grey,Mercedes,Victoria Island,Lagos,Car Classic,1
ID_71R2RC4,2010-09-26,2011-01-06,Male,39,2010-09-26,3,Saloon,Black,Hyundai,Surulere,Lagos,Car Classic,0
ID_71W2U83,2010-02-01,2011-01-31,Male,46,2010-02-01,1,Saloon,Blue,TOYOTA,Yaba,Benue,Car Classic,0
ID_727ZF5H,2010-09-26,2011-04-07,Female,48,2010-09-26,1,JEEP,Black,TOYOTA,Jos North,Jos-North,Car Classic,0
ID_735JBE1,2010-08-08,2011-04-29,Entity,20,2010-08-08,2,Truck,As Attached,DAF,Lagos,Lagos,CVTP,0
ID_73WJVBI,2010-07-29,2011-07-28,Male,50,2010-07-29,2,JEEP,Black,ACURA,Ikeja,Lagos,Car Classic,0
ID_74BLEW6,2010-01-24,2011-01-23,Female,47,2010-01-24,1,Saloon,Gold,TOYOTA,Victoria Island,Lagos,Customized Motor,0
ID_74CZJNG,2010-02-25,2011-02-24,Male,39,2010-02-25,1,Saloon,Brown,Mercedes,Marina,Lagos,Car Classic,0
ID_74VPBSS,2010-05-23,2011-05-22,Male,34,2010-05-23,3,Saloon,Wine,TOYOTA,Ajah,Lagos,Car Classic,0
ID_76FQAR8,2010-05-15,2011-05-10,Male,52,2010-05-15,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,1
ID_76G0BAZ,2010-05-02,2011-05-01,Male,120,2010-05-02,1,Truck,Blue,Iveco,Victoria Island,Lagos,CVTP,1
ID_76KMC54,2010-06-17,2011-06-16,Male,61,2010-06-17,1,Truck,Red & Yellow,Iveco,OGUN,Ogun,CVTP,0
ID_76TUUV4,2010-05-09,2011-05-08,Female,44,2010-05-09,1,Truck,Black,Dodge,Ikeja,Lagos,CVTP,0
ID_77LA3M2,2010-04-12,2011-04-11,Male,68,2010-04-12,1,JEEP,Black,TOYOTA,Lekki,Lagos,Car Classic,0
ID_77X6PLD,2010-03-07,2011-03-06,Female,72,2010-03-07,1,Saloon,Grey,TOYOTA,MAGODO,Benue,Car Classic,0
ID_77XY7G1,2010-08-30,2011-08-29,Male,76,2010-08-30,3,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_77YJF7A,2010-01-25,2011-01-24,Male,7,2010-01-25,1,Saloon,Grey,TOYOTA,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,1
ID_78PYKBD,2010-03-14,2011-03-13,Male,30,2010-03-14,1,Saloon,Silver,TOYOTA,RIVERS,Rivers,Car Classic,0
ID_79FKSZT,2010-12-21,2011-12-06,Female,35,2010-12-21,2,Saloon,Red,TOYOTA,Shomolu,Benue,Car Classic,0
ID_79QHZUU,2010-07-05,2011-07-04,Female,41,2010-07-05,1,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
ID_7A1IKCD,2010-10-01,2011-03-31,Entity,20,2010-10-01,3,Bus,White,TOYOTA,Yaba,Benue,Customized Motor,0
ID_7A9DFL7,2010-04-29,2011-04-28,Joint Gender,41,2010-04-29,1,JEEP,Grey,Volvo,AREPO,Benue,Car Classic,1
ID_7AJ86WZ,2010-07-10,2011-02-18,Male,36,2010-07-10,1,Saloon,Grey,TOYOTA,Dopemu,Lagos,Car Plus,0
ID_7AR0OF5,2010-04-16,2011-04-15,Male,59,2010-04-16,2,Saloon,Black,Kia,Oyo,Oyo,Customized Motor,0
ID_7B61E9M,2010-01-30,2011-01-29,Female,42,2010-01-30,1,Saloon,Black,Kia,Shomolu,Benue,Car Classic,0
ID_7C108XS,2010-09-20,2011-01-15,Female,30,2010-09-20,1,Sedan,White,Mercedes,Agege,Lagos,Car Classic,0
ID_7CZ1GMX,2010-02-12,2011-02-11,Male,63,2010-02-12,1,Saloon,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_7D0M7YC,2010-08-03,2011-08-02,Male,29,2010-08-03,2,JEEP,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_7D9H5PI,2010-03-29,2011-03-28,Male,40,2010-03-29,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0
ID_7DOV9SI,2010-07-30,2011-07-29,Male,47,2010-07-30,3,Saloon,Black,Honda,Abuja,Abuja,Car Classic,0
ID_7DWII3P,2010-12-12,2011-12-11,Male,39,2010-12-12,3,JEEP,Red,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_7DYYXXV,2010-07-01,2011-06-30,Female,56,2010-07-01,3,JEEP,Green,Range Rover,Ikoyi,Lagos,Customized Motor,0
ID_7E3N9HR,2010-02-01,2011-01-31,Male,54,2010-02-01,1,Saloon,Silver,TOYOTA,Ibadan North West,Ibadan-West,Customized Motor,0
ID_7E84FVU,2010-03-15,2011-01-02,Female,32,2010-03-15,1,Saloon,As Attached,Lexus,Sapele,Delta,Car Classic,0
ID_7EJS2VP,2010-06-06,2011-06-05,Male,39,2010-06-06,1,Saloon,Grey,Kia,Ikeja,Lagos,Car Plus,0
ID_7EOHTV3,2010-04-16,2011-04-15,Male,54,2010-04-16,1,Saloon,Ash,Lexus,Victoria Island,Lagos,Car Classic,0
ID_7FLDXL4,2010-10-04,2011-04-03,Male,43,2010-10-04,1,Saloon,Blue,TOYOTA,Ifo,Benue,Car Classic,1
ID_7FR2BNC,2010-03-10,2011-03-09,Female,59,2010-03-10,1,JEEP,Silver,Mercedes,Oshodi-Isolo,Oshodi-Isolo,Car Classic,1
ID_7GZ72NO,2010-05-06,2011-05-05,Male,49,2010-05-06,2,Saloon,Black,Hyundai,Akure South,Ondo,Car Plus,0
ID_7H2IY8B,2010-04-29,2011-04-28,Female,49,2010-04-29,1,Saloon,Black,TOYOTA,Kaduna North,Kaduna-North,Car Classic,0
ID_7H3M3ZY,2010-12-16,2011-12-15,Male,55,2010-12-16,1,Saloon,Black,Volkswagen,Jos South,Jos-South,Car Classic,0
ID_7I0BSP0,2010-02-15,2011-01-29,Male,31,2010-02-15,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_7IN8E0J,2010-02-08,2011-02-07,Male,42,2010-02-08,1,Saloon,Black,TOYOTA,Ifako-Ijaye ,Ifako-Ijaye,Car Plus,0
ID_7J7QX3W,2010-06-10,2011-06-09,Female,20,2010-06-10,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_7J8P1KZ,2010-02-26,2011-02-25,Female,36,2010-02-26,1,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
ID_7K0DFGD,2010-01-14,2011-01-13,Male,43,2010-01-14,1,Saloon,Silver,Hyundai,Lagos Mainland,Lagos,Car Classic,0
ID_7KPK2JF,2010-02-27,2011-02-26,Male,60,2010-02-27,1,Saloon,Black,Hyundai,Lagos,Lagos,Car Classic,0
ID_7LAFY25,2010-01-29,2011-01-28,Male,35,2010-01-29,1,Saloon,Black,Honda,Ikeja,Lagos,Car Classic,0
ID_7LEZKKM,2010-04-25,2011-03-09,Male,31,2010-04-25,2,Saloon,Red,TOYOTA,OGBA,Benue,Car Classic,1
ID_7LN7P41,2010-09-02,2011-09-01,Male,32,2010-09-02,1,Saloon,Ash,TOYOTA,Central,Benue,Car Classic,1
ID_7LNT11Z,2010-06-21,2011-06-20,Female,43,2010-06-21,1,Saloon,Silver,TOYOTA,OBANIKORO,Benue,Car Classic,0
ID_7LTKKWC,2010-04-19,2011-04-17,Female,40,2010-04-19,2,JEEP,Grey,TOYOTA,Surulere,Lagos,Car Classic,0
ID_7LVE9MP,2010-10-18,2011-10-17,Male,52,2010-10-18,3,Saloon,Green,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_7M5GGRZ,2010-11-08,2011-02-06,Male,38,2010-11-08,1,Saloon,Silver,Lexus,Eti-Osa,Eti-Osa,Car Classic,1
ID_7MW0N5H,2010-11-25,2011-11-24,Joint Gender,31,2010-11-25,2,JEEP,Blue,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Car Classic,1
ID_7N5C2L4,2010-03-21,2011-03-20,Male,41,2010-03-21,1,Saloon,Silver,Mercedes,Oshodi,Lagos,Car Classic,0
ID_7NHCEJS,2010-07-03,2011-07-02,Male,120,2010-07-03,1,Saloon,Silver,Honda,Abuja,Abuja,Customized Motor,0
ID_7NVKTQ8,2010-12-02,2011-11-28,Joint Gender,37,2010-12-02,2,Saloon,Blue,Hyundai,Ikeja,Lagos,Car Classic,0
ID_7NYT8WY,2010-07-04,2011-07-03,Male,36,2010-07-04,2,Saloon,Black,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,0
ID_7O4017U,2010-01-09,2011-01-01,Female,62,2010-01-09,1,Saloon,Gold,TOYOTA,ONDO,Ondo,Car Classic,0
ID_7OETKST,2010-02-20,2011-02-19,Male,47,2010-02-20,1,Saloon,Ash,TOYOTA,OJOTA,Benue,Car Classic,1
ID_7OMERTL,2010-04-23,2011-04-22,Male,-12,2010-04-23,3,Saloon,As Attached,Hyundai,Victoria Island,Lagos,Car Plus,0
ID_7OW6KPQ,2010-09-09,2011-09-08,Female,51,2010-09-09,2,JEEP,Grey,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_7OW71FQ,2010-02-28,2011-02-27,Male,61,2010-02-28,4,JEEP,Black,Mitsubishi,Victoria Island,Lagos,Car Classic,0
ID_7PZQOJG,2010-04-09,2011-04-08,Male,30,2010-04-09,1,Bus,Blue,Suzuki,Victoria Island,Lagos,CVTP,0
ID_7R2P5JE,2010-07-25,2011-07-24,Joint Gender,53,2010-07-25,2,JEEP,Black,Lexus,Ebute-Metta,Lagos,Car Classic,0
ID_7RR9EI8,2010-01-31,2011-01-30,Female,69,2010-01-31,3,Saloon,White,Honda,Victoria Island,Lagos,Customized Motor,0
ID_7S0QH7E,2010-02-25,2011-02-24,Female,38,2010-02-25,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,1
ID_7SSORJ5,2010-02-08,2011-02-07,Female,50,2010-02-08,2,Saloon,Grey,TOYOTA,Surulere,Lagos,Customized Motor,0
ID_7T1S4MX,2010-12-19,2011-12-18,Male,39,2010-12-19,1,JEEP,Grey,Lexus,Abuja,Abuja,Car Classic,1
ID_7TIRVUZ,2010-04-11,2011-04-10,Male,50,2010-04-11,2,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_7TIZJT8,2010-03-19,2011-03-18,Male,52,2010-03-19,1,JEEP,Black,TOYOTA,IbadanCentral,Benue,Car Classic,0
ID_7TS61R8,2010-04-17,2011-04-15,Male,59,2010-04-17,2,Saloon,Black,Kia,Oyo,Oyo,Customized Motor,0
ID_7TXX6QE,2010-12-17,2011-12-16,Male,34,2010-12-17,1,Saloon,Blue,TOYOTA,Lekki,Lagos,Car Classic,0
ID_7U4WPLA,2010-11-09,2011-11-08,Male,37,2010-11-09,1,Saloon,Black,TOYOTA,OGBA,Lagos,Car Classic,1
ID_7U9HNZY,2010-04-24,2011-04-23,Female,5,2010-04-24,1,JEEP,Green,Nissan,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
ID_7UHL06U,2010-07-12,2011-07-10,Male,45,2010-07-12,2,JEEP,Black,Lexus,Ebute-Metta,Lagos,Car Classic,0
ID_7UQ2ZMD,2010-11-14,2011-11-13,Male,48,2010-11-14,2,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_7V31W3I,2010-01-23,2011-01-22,Male,41,2010-01-23,2,Saloon,Black,Mercedes,Maryland,Lagos,Car Classic,0
ID_7VI6LNW,2010-04-25,2011-04-24,Male,56,2010-04-25,1,JEEP,Black,Ford,Port Harcourt,Rivers,Car Classic,0
ID_7X0IJC5,2010-06-07,2011-06-06,Male,20,2010-06-07,2,Saloon,As Attached,TOYOTA,Lagos,Lagos,Car Classic,0
ID_7X6Z43U,2010-01-30,2011-01-29,Female,42,2010-01-30,1,Saloon,Black,Kia,Shomolu,Benue,Car Classic,1
ID_7XJEICB,2010-01-23,2011-01-22,Male,53,2010-01-23,1,JEEP,Grey,Mercedes,Victoria Island,Lagos,Customized Motor,0
ID_7XT9VIG,2010-06-01,2011-05-31,Female,37,2010-06-01,1,JEEP,Green,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_7XVQHSQ,2010-02-08,2011-02-07,Female,66,2010-02-08,1,JEEP,White,Ford,Festac,Benue,Car Classic,0
ID_7XZH9PB,2010-04-02,2011-04-01,Male,35,2010-04-02,1,Saloon,Black,TOYOTA,MAGODO,Benue,Car Classic,0
ID_7YCA0E9,2010-05-16,2011-05-15,Entity,120,2010-05-16,2,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_7YSEDVP,2010-05-09,2011-05-08,Male,44,2010-05-09,2,Saloon,As Attached,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,0
ID_7YT5M46,2010-12-05,2011-12-04,Female,54,2010-12-05,1,Saloon,Black,TOYOTA,Kaduna North,Kaduna-North,Car Plus,0
ID_7Z2IH6T,2010-01-30,2011-01-29,Female,45,2010-01-30,1,Saloon,Black,Nissan,Victoria Island,Lagos,Car Classic,0
ID_7ZCQDGR,2010-05-17,2011-05-16,Female,39,2010-05-17,2,JEEP,Green,Hyundai,Victoria Island,Lagos,Car Classic,0
ID_80776UG,2010-04-15,2011-04-14,Male,56,2010-04-15,1,Saloon,Grey,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_80XZT6A,2010-09-10,2011-03-14,Male,45,2010-09-10,2,JEEP,Grey,GMC,Surulere,Lagos,Car Classic,1
ID_81CKL85,2010-03-26,2011-03-24,Female,49,2010-03-26,1,Saloon,Blue,TOYOTA,Orile-Iganmu,Orile-Iganmu,Car Classic,0
ID_81F1TKM,2010-03-13,2011-03-12,Male,43,2010-03-13,1,JEEP,Black,Volvo,Ikorodu,Lagos,Car Classic,0
ID_8204R9L,2010-04-24,2011-04-23,Female,34,2010-04-24,1,Saloon,Black,TOYOTA,Kosofe,Benue,Car Classic,0
ID_826YX8T,2010-09-07,2011-06-18,Female,35,2010-09-07,1,Saloon,Black,Honda,Shomolu,Benue,Car Classic,1
ID_82S0XN4,2010-05-15,2011-05-14,Male,46,2010-05-15,3,JEEP,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_833W1M8,2010-04-29,2011-04-28,Male,54,2010-04-29,2,Saloon,As Attached,Mercedes,Victoria Island,Lagos,Customized Motor,1
ID_8366BE3,2010-06-18,2011-06-17,Male,41,2010-06-18,1,Saloon,As Attached,TOYOTA,Nnewi,Anambra,Car Classic,0
ID_83IY7A2,2010-03-07,2011-03-06,Female,75,2010-03-07,2,JEEP,Green,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_8459AIM,2010-05-20,2011-05-19,Female,35,2010-05-20,1,Saloon,Ash,TOYOTA,Kosofe,Benue,Car Classic,0
ID_84S9L2W,2010-06-26,2011-06-25,Male,57,2010-06-26,1,JEEP,Black,Lexus,Nnewi,Anambra,Car Classic,0
ID_85EW9Q6,2010-11-05,2011-11-04,Male,71,2010-11-05,1,JEEP,Black,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_85U125K,2010-06-17,2011-06-16,Female,37,2010-06-17,1,Saloon,Wine,ACURA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
ID_86Q5BLN,2010-06-18,2011-06-17,Female,44,2010-06-18,1,JEEP,Grey,ACURA,Alimosho,Lagos,Car Classic,0
ID_86X13SC,2010-07-25,2011-07-24,Male,48,2010-07-25,2,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_870UPFD,2010-01-29,2011-01-28,Male,34,2010-01-29,1,Saloon,Grey,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,0
ID_886YTYK,2010-03-14,2011-03-13,Female,37,2010-03-14,2,Saloon,Gold,TOYOTA,Lekki,Lagos,Car Classic,0
ID_895H57A,2010-11-14,2011-11-13,Male,30,2010-11-14,1,Saloon,Grey,TOYOTA,Oyo,Oyo,Car Classic,0
ID_8AJSZBK,2010-04-08,2011-04-07,Male,20,2010-04-08,2,JEEP,Black,TOYOTA,Lagos,Lagos,Car Classic,0
ID_8C8K4HF,2010-02-19,2011-02-18,Female,44,2010-02-19,1,JEEP,Red,Hyundai,Lagos Mainland,Lagos,Car Classic,1
ID_8CMPRYW,2010-01-01,2010-12-31,Male,51,2010-01-01,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0
ID_8DLRZCB,2010-01-08,2011-01-08,Male,37,2010-01-08,1,JEEP,Gold,Lexus,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_8EK3KEB,2010-05-10,2011-05-09,Female,34,2010-05-10,1,Saloon,Grey,TOYOTA,Surulere,Lagos,Car Classic,0
ID_8EQBK6I,2010-09-09,2011-04-29,Male,45,2010-09-09,2,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_8FCB72T,2010-06-13,2011-06-12,Male,34,2010-06-13,1,Saloon,As Attached,Audi,Ikoyi,Lagos,Car Classic,0
ID_8FIFHQ0,2010-01-25,2011-01-24,Male,37,2010-01-25,2,JEEP,Brown,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_8FKOGS3,2010-07-31,2011-07-30,Male,84,2010-07-31,2,Saloon,Black,TOYOTA,Oyi ,Benue,Car Classic,0
ID_8G0S3PD,2010-05-23,2011-05-22,Male,53,2010-05-23,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0
ID_8GBHSC0,2010-04-30,2011-04-29,Male,43,2010-04-30,2,JEEP,Green,Mercedes,Surulere,Lagos,Car Classic,0
ID_8I8USAY,2010-12-10,2011-12-02,Male,43,2010-12-10,2,Saloon,Black,Peugeot,Jos North,Jos-North,Car Classic,0
ID_8J23WN1,2010-09-04,2011-09-03,Female,50,2010-09-04,1,Saloon,Silver,Hyundai,Lekki,Lagos,Car Classic,0
ID_8J3HU94,2010-03-24,2011-03-23,Female,34,2010-03-24,1,JEEP,Black,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Plus,0
ID_8JC97LZ,2010-07-02,2010-12-31,Male,120,2010-07-02,1,Truck,Blue,Iveco,Victoria Island,Lagos,CVTP,0
ID_8JQG0U5,2010-02-05,2011-02-04,Male,34,2010-02-05,1,JEEP,Black,Ford,Lekki,Lagos,Car Classic,0
ID_8K1P1EV,2010-04-24,2011-04-23,Male,43,2010-04-24,2,Saloon,As Attached,TOYOTA,Ijebu Ode,Ijebu-Ode,Car Classic,0
ID_8K547F5,2010-06-23,2011-06-22,Male,50,2010-06-23,6,Saloon,Black,Hyundai,Eti-Osa,Eti-Osa,Customized Motor,0
ID_8KA4D0E,2010-01-11,2011-01-10,Male,43,2010-01-11,1,Shape Of Vehicle Chasis,Black,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,1
ID_8KN65HY,2010-11-04,2011-03-15,Male,46,2010-11-04,4,Saloon,Black,Honda,Victoria Island,Lagos,Customized Motor,0
ID_8LBVH4H,2010-02-18,2011-02-17,Male,33,2010-02-18,1,Saloon,As Attached,Honda,Central,Benue,Car Classic,0
ID_8M0PZF5,2010-01-22,2011-01-21,NOT STATED,44,2010-01-22,2,Saloon,Black,TOYOTA,Lekki,Lagos,Car Classic,0
ID_8M69SRX,2010-03-07,2011-03-02,Male,46,2010-03-07,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_8MCI3WG,2010-12-10,2011-12-09,Male,42,2010-12-10,1,Saloon,Red,TOYOTA,Surulere,Lagos,Car Classic,0
ID_8MNXRC6,2010-12-31,2011-12-16,Male,36,2010-12-31,1,Saloon,Silver,Kia,Anthony Village,Lagos,Car Classic,1
ID_8MWF97N,2010-02-05,2011-02-04,Female,75,2010-02-05,1,JEEP,Silver,TOYOTA,Yaba,Benue,Car Classic,0
ID_8N1XV8X,2010-10-19,2011-10-03,Male,45,2010-10-19,1,Saloon,Silver,Hyundai,Asokoro District,Abuja,Car Classic,0
ID_8NCK8VL,2010-10-14,2011-04-11,Male,36,2010-10-14,1,Saloon,Wine,TOYOTA,Ijebu Ode,Ijebu-Ode,Car Classic,0
ID_8NDT33F,2010-04-10,2011-04-09,Female,34,2010-04-10,1,Saloon,Ash,TOYOTA,AKUTE,Benue,Car Classic,1
ID_8NFONPM,2010-10-19,2011-01-18,Male,36,2010-10-19,1,JEEP,Green,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_8NKEH20,2010-08-03,2011-08-02,Female,36,2010-08-03,2,Saloon,Black,TOYOTA,Lagos,Lagos,Car Classic,0
ID_8OGAXVK,2010-09-26,2011-09-12,Male,30,2010-09-26,1,Saloon,Silver,TOYOTA,Ajah,Lagos,Car Classic,0
